Boletos,Ingresos,% Δ,Cantidad,% Δ
Mendoza → Puente de Inca (Mza),71400.00188,0.00%,5,0.02%
La Paz (MZA) → Mendoza,62500.00038,0.00%,5,0.02%
Algarrobo del Aguila → GENERAL ALVEAR,57289.99751,0.00%,5,0.02%
Manantiales (Mza) → Mendoza,43050.00131,0.00%,5,0.02%
Los Zorzales → Mendoza,40110.00029,0.00%,5,0.02%
Catriel → Cnia 25 de Mayo - LPM,35469.9998,0.00%,5,0.02%
San Salvador de Jujuy → RIO GALLEGOS,1527537.999,0.07%,4,0.01%
CORRIENTES → Caleta Olivia,1364160,0.06%,4,0.01%
Caleta Olivia → CORRIENTES,1364160,0.06%,4,0.01%
Caleta Olivia → Salta,1284201.999,0.06%,4,0.01%
Lima → Retiro Buenos Aires,1249499.999,0.06%,4,0.01%
RIO GALLEGOS → SANTIAGO DEL ESTERO,1156992.79,0.05%,4,0.01%
RIO GALLEGOS → SGO DEL ESTERO,1156277.591,0.05%,4,0.01%
SGO DEL ESTERO → RIO GALLEGOS,1156277.591,0.05%,4,0.01%
San Salvador de Jujuy → Caleta Olivia,1122877.998,0.05%,4,0.01%
Salta → TRELEW,1039520,0.05%,4,0.01%
Salta → RIO GALLEGOS,1038980,0.05%,4,0.01%
TUCUMAN → COMODORO RIVADAVIA,985800.4089,0.05%,4,0.01%
PUNTA ALTA → TUCUMAN,869399.9981,0.04%,4,0.01%
TUCUMAN → LAS GRUTAS,821540.0004,0.04%,4,0.01%
RESISTENCIA → BAHIA BLANCA,795859.9994,0.04%,4,0.01%
SANTA FE → VIEDMA,757899.9996,0.04%,4,0.01%
PARANA → SIERRA GRANDE - RNG,730830.0004,0.03%,4,0.01%
9 de Julio YPF Acc → PUERTO MADRYN,684200.0008,0.03%,4,0.01%
Lujan Azcuenaga - MZA → PUERTO MADRYN,682443.9978,0.03%,4,0.01%
General Roca → Caleta Olivia,645560.0006,0.03%,4,0.01%
Caleta Olivia → Buenos Aires,639720.0017,0.03%,4,0.01%
Buenos Aires → TRELEW,635880.0014,0.03%,4,0.01%
SANTIAGO DEL ESTERO → BAHIA BLANCA,629999.9994,0.03%,4,0.01%
BAHIA BLANCA → RESISTENCIA,626159.9983,0.03%,4,0.01%
TRELEW → Buenos Aires,616670.0021,0.03%,4,0.01%
Vicuña Mackenna → PUERTO MADRYN,613630.0006,0.03%,4,0.01%
Choele Choel → Mendoza,607100,0.03%,4,0.01%
Mendoza → Choele Choel,577560.0006,0.03%,4,0.01%
ROSARIO - SFE → SAN ANTONIO OESTE,569222,0.03%,4,0.01%
VIEDMA → SANTA FE,561960.0005,0.03%,4,0.01%
Villa Regina → Caleta Olivia,526370.0009,0.02%,4,0.01%
Almafuerte - CBA → SAN ANTONIO OESTE,525419.9976,0.02%,4,0.01%
Pto San Julian → PUERTO MADRYN,479495.0001,0.02%,4,0.01%
Cipolletti - RNG → Mar del Plata,462000,0.02%,4,0.01%
PUERTO MADRYN → Pto San Julian,450639.9988,0.02%,4,0.01%
TUCUMAN → SAN JUAN,442999.9994,0.02%,4,0.01%
CDRO RIVADAVIA → NEUQUEN,442580.0002,0.02%,4,0.01%
Santo Tome - SFE → Mendoza,433650.0019,0.02%,4,0.01%
Mendoza → R DE LOS SAUCES,415400.0021,0.02%,4,0.01%
SAN JUAN → TUCUMAN,409240.0006,0.02%,4,0.01%
SAN ANTONIO OESTE → Retiro Buenos Aires,405830,0.02%,4,0.01%
LA RIOJA → CORRIENTES,403199.9998,0.02%,4,0.01%
Retiro Buenos Aires → SAN ANTONIO OESTE,393750.001,0.02%,4,0.01%
GENERAL ALVEAR → Retiro Buenos Aires,393120.0013,0.02%,4,0.01%
Choele Choel → COMODORO RIVADAVIA,392920.0004,0.02%,4,0.01%
BAHIA BLANCA → Almafuerte - CBA,388848.0011,0.02%,4,0.01%
CORDOBA → JUJUY,386400.0023,0.02%,4,0.01%
Catriel → PUERTO MADRYN,376929.9997,0.02%,4,0.01%
Caleta Olivia → SIERRA GRANDE - RNG,361620.0003,0.02%,4,0.01%
Valparaíso → Mendoza,319199.9995,0.01%,4,0.01%
General Roca → GENERAL ALVEAR,308210.0008,0.01%,4,0.01%
Cinco Saltos → TRELEW,304920,0.01%,4,0.01%
CORRIENTES → TUCUMAN,294840,0.01%,4,0.01%
PARANA → Villa Mercedes - SLU,280040.0015,0.01%,4,0.01%
SANTA FE → Villa Mercedes - SLU,278469.9991,0.01%,4,0.01%
Mendoza → Piedra del Aguila,277109.9996,0.01%,4,0.01%
Neuquén → Trelew,272800,0.01%,4,0.01%
Vicuña Mackenna → BAHIA BLANCA,259940.0001,0.01%,4,0.01%
Unión Tnal. SL → Retiro Buenos Aires,259789.9999,0.01%,4,0.01%
Eugenio Bustos → General Pico - LPM,240240.0002,0.01%,4,0.01%
General Pico - LPM → Eugenio Bustos,240240.0002,0.01%,4,0.01%
SAN LUIS → San Francisco - CBA,239399.999,0.01%,4,0.01%
GENERAL ALVEAR → Santa Rosa - LPA,228799.9999,0.01%,4,0.01%
RESISTENCIA → SANTIAGO DEL ESTERO,227139.9998,0.01%,4,0.01%
LA RIOJA → SANTIAGO DEL ESTERO,223066.0008,0.01%,4,0.01%
CORDOBA → Monte Coman C/C,222449.9998,0.01%,4,0.01%
Temuco → Santiago,215250.0013,0.01%,4,0.01%
Cnia 25 de Mayo - LPM → Mendoza,214529.9998,0.01%,4,0.01%
San Salvador de Jujuy → SANTIAGO DEL ESTERO,209799.9984,0.01%,4,0.01%
Villa Mercedes - SLU → Buenos Aires,198350.0009,0.01%,4,0.01%
SANTA FE → 9 de Julio YPF Acc,197867.9996,0.01%,4,0.01%
TUCUMAN → Machagai acc,197840.0006,0.01%,4,0.01%
LINIERS → Cnel Pringles Bs As,185640.0015,0.01%,4,0.01%
Salta → TERMAS R HONDO,172112.0001,0.01%,4,0.01%
RINCÓN DE LOS SAUCES → Catriel,167999.9992,0.01%,4,0.01%
BAHIA BLANCA → Eduardo Castex,167567.9998,0.01%,4,0.01%
Cnel Pringles Bs As → Retiro Buenos Aires,156450.0002,0.01%,4,0.01%
Santa Isabel - LPM → Mendoza,155520.0008,0.01%,4,0.01%
SAN ANTONIO OESTE → Catriel,154049.9997,0.01%,4,0.01%
CORRIENTES → La Paz Acc - ERI,151520.001,0.01%,4,0.01%
TUCUMAN → Quimili PARADOR - SGO,149320.0005,0.01%,4,0.01%
La Toma - SLU → CORDOBA,146430.0002,0.01%,4,0.01%
Roque Saenz Peña → SANTIAGO DEL ESTERO,139930.0002,0.01%,4,0.01%
La Paz Acc - ERI → ROSARIO - SFE,139019.9981,0.01%,4,0.01%
PUERTO MONTT CHILE → Bariloche,138600.002,0.01%,4,0.01%
TUCUMAN → Gral Guemes,138199.9983,0.01%,4,0.01%
RINCÓN DE LOS SAUCES → Acc 25 de Mayo LPM,135460.0007,0.01%,4,0.01%
ROSARIO - SFE → La Paz Acc - ERI,123480.0001,0.01%,4,0.01%
Cinco Saltos → LAS GRUTAS,123479.9996,0.01%,4,0.01%
Villa Maria - CBA → SAN LUIS,121800.0018,0.01%,4,0.01%
San Juan → SAN LUIS,102279.9995,0.00%,4,0.01%
Bariloche → Picun Leufu Acc,96299.99887,0.00%,4,0.01%
CORDOBA → Villa Ojo de Agua,94829.99974,0.00%,4,0.01%
TUCUMAN → SANTIAGO DEL ESTERO,92799.99843,0.00%,4,0.01%
CORRIENTES → Corzuela,84370.00053,0.00%,4,0.01%
Villa Regina → Catriel,82120.00117,0.00%,4,0.01%
SAN LUIS → Merlo - SLU,78449.99901,0.00%,4,0.01%
Esquina Acc → RESISTENCIA,75890.0015,0.00%,4,0.01%
Cnia 25 de Mayo - LPM → General Roca,72599.99918,0.00%,4,0.01%
Catriel → Plottier,71840.00121,0.00%,4,0.01%
Pergamino Terminal → ROSARIO - SFE,62519.99966,0.00%,4,0.01%
SAN LUIS → RIO CUARTO,60920.00089,0.00%,4,0.01%
Catriel → Algarrobo del Aguila,47059.99969,0.00%,4,0.01%
General Roca → Cinco Saltos,26180.00012,0.00%,4,0.01%
SAN LUIS → Villa Mercedes - SLU,25200.00134,0.00%,4,0.01%
Mendoza → El Salto (Mza),25199.99935,0.00%,4,0.01%
CORRIENTES → PUERTO MADRYN,1074230.18,0.05%,3,0.01%
ROSARIO - SFE → Daireaux Acc,196577.0004,0.01%,3,0.01%
Caleta Olivia → Gral Guemes,951519.9993,0.04%,3,0.01%
COMODORO RIVADAVIA → GENERAL ALVEAR,931459.9995,0.04%,3,0.01%
RIO GALLEGOS → TUCUMAN,820457.0006,0.04%,3,0.01%
RAWSON → Mendoza,799690.0006,0.04%,3,0.01%
SANTIAGO DEL ESTERO → Caleta Olivia,797170.0007,0.04%,3,0.01%
BAHIA BLANCA → Salta,750650.0016,0.03%,3,0.01%
SANTIAGO DEL ESTERO → COMODORO RIVADAVIA,746550.0006,0.03%,3,0.01%
COMODORO RIVADAVIA → Tunuyan - Mza,721680.0018,0.03%,3,0.01%
TUCUMAN → TRELEW,710240.0003,0.03%,3,0.01%
COMODORO RIVADAVIA → ROSARIO - SFE,707489.9982,0.03%,3,0.01%
TUCUMAN → Caleta Olivia,682851.0014,0.03%,3,0.01%
RIO CUARTO → Pto San Julian,681282.0005,0.03%,3,0.01%
PUERTO MADRYN → CORRIENTES,641400.9992,0.03%,3,0.01%
SANTIAGO DEL ESTERO → TRELEW,618990.0009,0.03%,3,0.01%
Junín → TRELEW,613165.0003,0.03%,3,0.01%
Mendoza → Oran,604440,0.03%,3,0.01%
PARANA → TRELEW,594719.9992,0.03%,3,0.01%
LAS GRUTAS → TUCUMAN,589630.001,0.03%,3,0.01%
SIERRA GRANDE - RNG → Mendoza,559140.0005,0.03%,3,0.01%
COMODORO RIVADAVIA → RIO CUARTO,538019.9996,0.03%,3,0.01%
PUNTA ALTA → TERMAS R HONDO,535500.0007,0.02%,3,0.01%
Caleta Olivia → LINIERS,519749.9985,0.02%,3,0.01%
RAWSON → CORDOBA,517369.999,0.02%,3,0.01%
SANTA ROSA - LPM → COMODORO RIVADAVIA,498628.3989,0.02%,3,0.01%
Rio Colorado → Pto San Julian,494249.9991,0.02%,3,0.01%
PARANA → VIEDMA,457279.9999,0.02%,3,0.01%
Tilcara → Mendoza,452549.9999,0.02%,3,0.01%
Catriel → COMODORO RIVADAVIA,436533.0004,0.02%,3,0.01%
Eduardo Castex → COMODORO RIVADAVIA,433219.9989,0.02%,3,0.01%
COMODORO RIVADAVIA → Catriel,432791.0013,0.02%,3,0.01%
CORRIENTES → Mendoza,428399.9999,0.02%,3,0.01%
RAWSON → Buenos Aires,421579.9996,0.02%,3,0.01%
LA PLATA → SIERRA GRANDE - RNG,420950.0009,0.02%,3,0.01%
TRELEW → RIO CUARTO,408559.9991,0.02%,3,0.01%
SANTA FE → LAS GRUTAS,406529.9995,0.02%,3,0.01%
LA PLATA → LAS GRUTAS,391649.9999,0.02%,3,0.01%
TRELEW → Pto San Julian,387039.9998,0.02%,3,0.01%
Mendoza → Metan,386410.0015,0.02%,3,0.01%
La Quiaca → San Juan,381149.9993,0.02%,3,0.01%
Vicuña Mackenna → Salta,380160.0002,0.02%,3,0.01%
SAN ANTONIO OESTE → LINIERS,370810.0001,0.02%,3,0.01%
Pto Santa Cruz → PUERTO MADRYN,370286.9987,0.02%,3,0.01%
PARANA → BAHIA BLANCA,361199.9994,0.02%,3,0.01%
PUERTO MADRYN → LINIERS,358790.0008,0.02%,3,0.01%
San Juan → El Talar Terminal,340829.999,0.02%,3,0.01%
PUERTO MADRYN → Pto Santa Cruz,339599.9993,0.02%,3,0.01%
SAN ANTONIO OESTE → Mendoza,338566.0001,0.02%,3,0.01%
Angelica Acc R19 → San Martin (MZA),328859.9989,0.02%,3,0.01%
CALETA OLIVIA → General Roca,327389.9987,0.02%,3,0.01%
Cnia 25 de Mayo - LPM → PUERTO MADRYN,315329.9981,0.01%,3,0.01%
Mendoza → Angelica Acc R19,314999.9996,0.01%,3,0.01%
Mendoza → Aguilares - TUC,311849.9993,0.01%,3,0.01%
Rincon de los Sauces → Mendoza,311549.9988,0.01%,3,0.01%
VIEDMA → Caleta Olivia,310490.0009,0.01%,3,0.01%
Villa Regina → Mar del Plata,309750.0002,0.01%,3,0.01%
LA PLATA → SAN ANTONIO OESTE,308699.9986,0.01%,3,0.01%
CALETA OLIVIA → BAHIA BLANCA,306389.9993,0.01%,3,0.01%
Angelica Acc R19 → Mendoza,305970.0007,0.01%,3,0.01%
San Martin (MZA) → SANTA FE,303449.9991,0.01%,3,0.01%
Luis Piedrabuena → TRELEW,299084.0001,0.01%,3,0.01%
PUERTO MADRYN → Realico - LPM,296639.9992,0.01%,3,0.01%
Mendoza → Lujan Terminal - BUE,289490.0006,0.01%,3,0.01%
Mendoza → Pilar Bs As,285600.0003,0.01%,3,0.01%
Buenos Aires → GENERAL ALVEAR,283500.0012,0.01%,3,0.01%
Mar del Plata → Villa Regina,280349.9995,0.01%,3,0.01%
CORDOBA → Palpalá,274259.9988,0.01%,3,0.01%
SAN LUIS → PARANA,270899.9998,0.01%,3,0.01%
PUNTA ALTA → RIO CUARTO,267750.0015,0.01%,3,0.01%
COMODORO RIVADAVIA → Rio Colorado,265329.9995,0.01%,3,0.01%
Perico → CORDOBA,255789.9998,0.01%,3,0.01%
CORDOBA → Jacinto Arauz Acc,255386.0001,0.01%,3,0.01%
VIEDMA → LINIERS,253050.0011,0.01%,3,0.01%
San Salvador de Jujuy → San Juan,243599.9988,0.01%,3,0.01%
Lujan Terminal - BUE → SAN LUIS,241919.9993,0.01%,3,0.01%
SAN LUIS → Lujan Terminal - BUE,241919.9993,0.01%,3,0.01%
SIERRA GRANDE - RNG → Pigue PARADOR,241919.9979,0.01%,3,0.01%
ROSARIO - SFE → San Martin (MZA),236150.0006,0.01%,3,0.01%
Santa Isabel - LPM → Bariloche,234989.9994,0.01%,3,0.01%
San Francisco - CBA → San Martin (MZA),222089.9983,0.01%,3,0.01%
Mendoza → Las Varillas - CBA,221339.9999,0.01%,3,0.01%
PUNTA ALTA → SAN LUIS,221079.9987,0.01%,3,0.01%
VIEDMA → CALETA OLIVIA,214870.299,0.01%,3,0.01%
Salta → Córdoba,210210.0014,0.01%,3,0.01%
Neuquén → Lujan Azcuenaga,209489.9992,0.01%,3,0.01%
Mendoza → Santa Rosa,208229.9986,0.01%,3,0.01%
RESISTENCIA → TUCUMAN,205460.0002,0.01%,3,0.01%
Bella Vista - COR → ROSARIO - SFE,204399.9999,0.01%,3,0.01%
LA RIOJA → Metan,201809.9986,0.01%,3,0.01%
San Salvador de Jujuy → CATAMARCA,201459.9999,0.01%,3,0.01%
Eugenio Bustos → Cipolletti - RNG,198240.0019,0.01%,3,0.01%
RIO CUARTO → SANTIAGO DEL ESTERO,197200,0.01%,3,0.01%
Mendoza → Lujan De Cuyo Saenz Pena Y Patricios,5040.000879,0.00%,3,0.01%
TERMAS RIO HONDO → RESISTENCIA,196110.0012,0.01%,3,0.01%
Villa Mercedes - SLU → LINIERS,194780.0018,0.01%,3,0.01%
SANTIAGO DEL ESTERO → LA RIOJA,191207.9983,0.01%,3,0.01%
SANTIAGO DEL ESTERO → Gral Guemes,189432.1088,0.01%,3,0.01%
Córdoba → Mendoza,185849.9989,0.01%,3,0.01%
San Juan → LA RIOJA,185319.9995,0.01%,3,0.01%
Tunuyan (PLAZA) → NEUQUEN,182069.9998,0.01%,3,0.01%
NEUQUEN → Eugenio Bustos,182020.0001,0.01%,3,0.01%
CATAMARCA → Metan,181769.9999,0.01%,3,0.01%
Pergamino Terminal → Esquina Acc,179460.0001,0.01%,3,0.01%
Huinca Renanco → Mendoza,178920.0013,0.01%,3,0.01%
Cipolletti - RNG → Tunuyan - Mza,177219.9994,0.01%,3,0.01%
La Falda → Mendoza,175560.0004,0.01%,3,0.01%
Barda del Medio Acc → Mendoza,175470.0011,0.01%,3,0.01%
Palpalá → CORDOBA,172520.0006,0.01%,3,0.01%
Monte Coman C/C → CORDOBA,164699.9995,0.01%,3,0.01%
RIO CUARTO → PARANA,161700.0014,0.01%,3,0.01%
RETIRO BS.AS. → BAHIA BLANCA,154350.0015,0.01%,3,0.01%
Temuco → Villa la Angostura,151200.0002,0.01%,3,0.01%
BAHIA BLANCA → RETIRO BS.AS.,151199.9986,0.01%,3,0.01%
BAHIA BLANCA → Realico - LPM,151160,0.01%,3,0.01%
SGO DEL ESTERO → San Salvador de Jujuy,148380.0001,0.01%,3,0.01%
RAWSON → General Roca,148324.9992,0.01%,3,0.01%
SAN LUIS → ROSARIO - SFE,141750,0.01%,3,0.01%
TUCUMAN → Charata acc - CHA,141749.9996,0.01%,3,0.01%
SANTA FE → RESISTENCIA,141461.5984,0.01%,3,0.01%
Mina Clavero → San Martin (MZA),139770.0006,0.01%,3,0.01%
San Martin (MZA) → Mina Clavero,139769.9997,0.01%,3,0.01%
Vicuña Mackenna → SANTA ROSA - LPM,138614.001,0.01%,3,0.01%
GENERAL ALVEAR → General Pico - LPM,137239.9998,0.01%,3,0.01%
PARANA → Goya Terminal,136720.0008,0.01%,3,0.01%
VIEDMA → RAWSON,132099.9998,0.01%,3,0.01%
SIERRA GRANDE - RNG → COMODORO RIVADAVIA,131670.0003,0.01%,3,0.01%
General Roca → Arroyo Verde - RNG,131241.0003,0.01%,3,0.01%
BAHIA BLANCA → Villa Regina,126000.001,0.01%,3,0.01%
PARANA → Pergamino Terminal,124380.0001,0.01%,3,0.01%
San Martin (MZA) → Villa Carlos Paz,123690.0004,0.01%,3,0.01%
SANTIAGO DEL ESTERO → Roque Saenz Peña,122880.0003,0.01%,3,0.01%
Pigue PARADOR → VIEDMA,120590.0001,0.01%,3,0.01%
VIEDMA → Pigue PARADOR,115700.0011,0.01%,3,0.01%
LA RIOJA → Perico,115290.0019,0.01%,3,0.01%
LAS GRUTAS → SANTA ROSA - LPM,114575.9994,0.01%,3,0.01%
Retiro Buenos Aires → Junín,104280.0017,0.00%,3,0.01%
Almafuerte - CBA → SANTA ROSA - LPM,102880.0004,0.00%,3,0.01%
Canalejas → General Pico - LPM,100799.9994,0.00%,3,0.01%
Villa Maria - CBA → PARANA,99959.99875,0.00%,3,0.01%
CALETA OLIVIA → RAWSON,98870.00015,0.00%,3,0.01%
Bariloche → Barda del Medio Acc,97650.00093,0.00%,3,0.01%
Neuquén → Bariloche,97560.00063,0.00%,3,0.01%
SANTIAGO DEL ESTERO → CORRIENTES,97239.99966,0.00%,3,0.01%
Gancedo acc → CORRIENTES,95560.00084,0.00%,3,0.01%
Vedia  Bs. As. → Buenos Aires,90419.99954,0.00%,3,0.01%
Santa Isabel - LPM → NEUQUEN,88829.99946,0.00%,3,0.01%
NEUQUEN → Santa Isabel - LPM,88829.99873,0.00%,3,0.01%
Algarrobo del Aguila → Mendoza,85679.99817,0.00%,3,0.01%
GENERAL ALVEAR → Barda del Medio Acc,85245.00089,0.00%,3,0.01%
Vedia  Bs. As. → LINIERS,84749.99876,0.00%,3,0.01%
Gral Guemes → TUCUMAN,84209.9994,0.00%,3,0.01%
La Paz Acc - ERI → CORRIENTES,83550.00008,0.00%,3,0.01%
Retiro Buenos Aires → Iriarte Los Reyes,82220.00035,0.00%,3,0.01%
PARANA → Las Varillas - CBA,80540.00022,0.00%,3,0.01%
VIEDMA → Arroyo Verde - RNG,80500.00034,0.00%,3,0.01%
LAS GRUTAS → Cinco Saltos,78749.99991,0.00%,3,0.01%
GENERAL ALVEAR → Cnia 25 de Mayo - LPM,76859.9997,0.00%,3,0.01%
Santa Rosa → Bahía Blanca,75600.00065,0.00%,3,0.01%
Picun Leufu Acc → Bariloche,74669.99851,0.00%,3,0.01%
Pozo del Molle Acc → SANTA FE,74340.0008,0.00%,3,0.01%
Naschell - SLU → CORDOBA,71190.0005,0.00%,3,0.01%
SAN LUIS → Mina Clavero,71189.9997,0.00%,3,0.01%
Las Breñas acc - CHA → CORRIENTES,69290.00008,0.00%,3,0.01%
Metan → TUCUMAN,68039.99957,0.00%,3,0.01%
Santa Rosa - LPA → Villa Iris Acc,64169.99987,0.00%,3,0.01%
SAN JUAN → SAN LUIS,63850.0002,0.00%,3,0.01%
Nueva Galia - SLU → General Pico - LPM,59850.00032,0.00%,3,0.01%
SANTA ROSA - LPM → Gral San Martin - LPM,56700.00112,0.00%,3,0.01%
NEUQUEN → Chimpay,52265.00104,0.00%,3,0.01%
CALETA OLIVIA → CDRO RIVADAVIA,51449.99981,0.00%,3,0.01%
Roque Saenz Peña → CORRIENTES,42840.0009,0.00%,3,0.01%
Puente Del Inca → Mendoza,42839.99924,0.00%,3,0.01%
Cuyanita Mendoza IDA → Puente del Inca,42839.99862,0.00%,3,0.01%
Cnia 25 de Mayo - LPM → Cipolletti - RNG,41800.00031,0.00%,3,0.01%
TUCUMAN → Rosario de la Frontera,40229.99948,0.00%,3,0.01%
Cnia 25 de Mayo - LPM → Cinco Saltos,30570.00013,0.00%,3,0.01%
Algarrobo del Aguila → Catriel,29105.00127,0.00%,3,0.01%
SAN LUIS → La Paz (MZA),28670.00111,0.00%,3,0.01%
San Salvador de Jujuy → Gral Guemes,23519.99995,0.00%,3,0.01%
General Roca → NEUQUEN,22819.99899,0.00%,3,0.01%
Lujan Azcunaga Y Bufano → El Salto,20160.00074,0.00%,3,0.01%
Vistalba → El Salto,20159.99954,0.00%,3,0.01%
Mendoza → Vistalba,8930.000712,0.00%,3,0.01%
Luis Piedrabuena → CORDOBA,1049580.001,0.05%,3,0.01%
Pto San Julian → RESISTENCIA,902580.0007,0.04%,2,0.01%
La Quiaca → Mendoza,143960.0014,0.01%,2,0.01%
Metan → Caleta Olivia,642599.9994,0.03%,2,0.01%
Caleta Olivia → SANTIAGO DEL ESTERO,642180.0004,0.03%,2,0.01%
COMODORO RIVADAVIA → CORRIENTES,640080.0012,0.03%,2,0.01%
SANTIAGO DEL ESTERO → RIO GALLEGOS,639194.2189,0.03%,2,0.01%
RIO CUARTO → Fitz Roy,616980.001,0.03%,2,0.01%
CORRIENTES → Pigue PARADOR,613729.9998,0.03%,2,0.01%
RAWSON → RESISTENCIA,609243.0005,0.03%,2,0.01%
Trelew ELIMINAR → CORRIENTES,597686.001,0.03%,2,0.01%
Salta → Pto San Julian,579315.9996,0.03%,2,0.01%
Buenos Aires → Lima,541939.9997,0.03%,2,0.01%
San Salvador de Jujuy → COMODORO RIVADAVIA,537320.0011,0.02%,2,0.01%
Salta → Caleta Olivia,517724.0002,0.02%,2,0.01%
PUERTO MADRYN → RESISTENCIA,512090.0006,0.02%,2,0.01%
GRAL. CONESA - RNG → Salta,508267.9995,0.02%,2,0.01%
TRELEW → RESISTENCIA,501700.0011,0.02%,2,0.01%
Tunuyan - Mza → Caleta Olivia,501700.001,0.02%,2,0.01%
Padre Buodo Acc → RIO GALLEGOS,495261,0.02%,2,0.01%
RIO GALLEGOS → SAN ANTONIO OESTE,484370.0001,0.02%,2,0.01%
Empedrado Acc → SIERRA GRANDE - RNG,477460.0013,0.02%,2,0.01%
Salta → Pto Santa Cruz,474889.9993,0.02%,2,0.01%
TRELEW → CORRIENTES,451470,0.02%,2,0.01%
RESISTENCIA → PUERTO MADRYN,438850.0002,0.02%,2,0.01%
Lima → Buenos Aires,420000.001,0.02%,2,0.01%
Eugenio Bustos → PUERTO MADRYN,403970.0002,0.02%,2,0.01%
BAHIA BLANCA → Rosario de la Frontera,395020.0003,0.02%,2,0.01%
CORDOBA → Pto Santa Cruz,393252.0003,0.02%,2,0.01%
Empedrado Acc → RAWSON,391479.9997,0.02%,2,0.01%
Pto San Julian → SIERRA GRANDE - RNG,391240.0011,0.02%,2,0.01%
Caleta Olivia → LA PLATA,388499.9997,0.02%,2,0.01%
San Salvador de Jujuy → PUERTO MADRYN,388059.9998,0.02%,2,0.01%
Caleta Olivia → Tunuyan - Mza,386705.9995,0.02%,2,0.01%
PARANA → LAS GRUTAS,383039.9993,0.02%,2,0.01%
Caleta Olivia → Azul (Hotel La Estrella),382940.0001,0.02%,2,0.01%
SANTIAGO DEL ESTERO → Villa Iris Acc,374440.0003,0.02%,2,0.01%
Villa Iris Acc → SANTIAGO DEL ESTERO,374440.0003,0.02%,2,0.01%
Mendoza → Humahuaca,359740.001,0.02%,2,0.01%
SAN ANTONIO OESTE → RIO GALLEGOS,358741.9994,0.02%,2,0.01%
BAHIA BLANCA → Goya Terminal,358479.9998,0.02%,2,0.01%
Mendoza → Las Breñas acc - CHA,354700,0.02%,2,0.01%
RAWSON → ROSARIO - SFE,352380,0.02%,2,0.01%
PUERTO MADRYN → Tunuyan - Mza,341221.9988,0.02%,2,0.01%
SAN JUAN → RESISTENCIA,340199.999,0.02%,2,0.01%
PUERTO MADRYN → Pergamino Terminal,338319.9994,0.02%,2,0.01%
PUNTA ALTA → SANTIAGO DEL ESTERO,336000.0003,0.02%,2,0.01%
TARIJA (BOL) → LINIERS,335999.999,0.02%,2,0.01%
Caleta Olivia → GRAL. CONESA - RNG,333480.0008,0.02%,2,0.01%
PARANA → SAN ANTONIO OESTE,332816.0003,0.02%,2,0.01%
PUERTO MADRYN → PARANA,326425.9997,0.02%,2,0.01%
SAN JUAN → Salta,325599.9993,0.02%,2,0.01%
GENERAL ALVEAR → PUERTO MADRYN,324880.0003,0.02%,2,0.01%
Junín → LAS GRUTAS,321520.0009,0.01%,2,0.01%
PUERTO MADRYN → Vicuña Mackenna,318159.9997,0.01%,2,0.01%
BAHIA BLANCA → SANTIAGO DEL ESTERO,315000.0009,0.01%,2,0.01%
CORRIENTES → VIEDMA,313039.9996,0.01%,2,0.01%
San Martin (MZA) → Monte Hermoso,312899.9999,0.01%,2,0.01%
SIERRA GRANDE - RNG → ROSARIO - SFE,301359.9986,0.01%,2,0.01%
Metan → Mendoza,300800.0003,0.01%,2,0.01%
LAS GRUTAS → PARANA,294640.0007,0.01%,2,0.01%
CALETA OLIVIA → Retiro Buenos Aires,294530.0004,0.01%,2,0.01%
Huinca Renanco → PUERTO MADRYN,287919.9997,0.01%,2,0.01%
PUERTO MADRYN → Huinca Renanco,287919.9997,0.01%,2,0.01%
Gral San Martin - LPM → San Martin (MZA),287279.9998,0.01%,2,0.01%
RESISTENCIA → SAN JUAN,285599.9989,0.01%,2,0.01%
PUERTO MADRYN → Junín,284059.9989,0.01%,2,0.01%
VIEDMA → PARANA,283790,0.01%,2,0.01%
CALETA OLIVIA → LINIERS,283500.001,0.01%,2,0.01%
Mendoza → Palpalá,283500.0003,0.01%,2,0.01%
CORRIENTES → San Juan,283500.0001,0.01%,2,0.01%
Junín → CORRIENTES,281620,0.01%,2,0.01%
9 de Julio YPF Acc → LAS GRUTAS,269020.0012,0.01%,2,0.01%
LAS GRUTAS → 9 de Julio YPF Acc,269020.0012,0.01%,2,0.01%
Pto San Julian → SAN ANTONIO OESTE,268944.0007,0.01%,2,0.01%
GENERAL ALVEAR → Mar del Plata,264599.9993,0.01%,2,0.01%
Mar del Plata → GENERAL ALVEAR,264599.9993,0.01%,2,0.01%
PUNTA ALTA → Villa Atuel - SRA,260399.9999,0.01%,2,0.01%
Azul (Hotel La Estrella) → CALETA OLIVIA,256385.0006,0.01%,2,0.01%
Caleta Olivia → Cinco Saltos,255360.0014,0.01%,2,0.01%
San Juan → La Quiaca,254099.9996,0.01%,2,0.01%
SAN ANTONIO OESTE → GENERAL ALVEAR,252839.9995,0.01%,2,0.01%
Rio Colorado → CORDOBA,252420.0009,0.01%,2,0.01%
Lujan Azcuenaga - MZA → Añelo,252000.0005,0.01%,2,0.01%
Almafuerte - CBA → PUNTA ALTA,250040.0006,0.01%,2,0.01%
Liniers → Comodoro Rivadavia,249900.0011,0.01%,2,0.01%
San Juan → San Salvador de Jujuy,243600.0001,0.01%,2,0.01%
